type,client,tx,amount
withdrawal,4,7499,2.55
withdrawal,36,7500,2.0
withdrawal,70,7501,1.55
deposit,16,7502,4.65
deposit,71,7503,7.6499999999999995
deposit,47,7504,7.6499999999999995
deposit,27,7505,4.65
withdrawal,54,7506,2.0
deposit,8,7507,6.0
withdrawal,33,7508,2.0
withdrawal,78,7509,1.0
deposit,70,7510,6.0
withdrawal,88,7511,1.0
withdrawal,64,7512,2.55
deposit,59,7513,3.0
withdrawal,92,7514,2.0
withdrawal,90,7515,1.55
withdrawal,50,7516,1.55
withdrawal,52,7517,2.55
deposit,32,7518,6.0
withdrawal,48,7519,1.0
deposit,40,7520,6.0
withdrawal,34,7521,1.55
withdrawal,62,7522,1.55
deposit,98,7523,3.0
deposit,45,7524,3.0
deposit,77,7525,4.65
deposit,83,7526,3.0
withdrawal,13,7527,2.55
deposit,85,7528,4.65
deposit,24,7529,7.6499999999999995
deposit,44,7530,4.65
withdrawal,3,7531,2.0
deposit,6,7532,4.65
deposit,34,7533,4.65
withdrawal,46,7534,2.55
deposit,44,7535,6.0
withdrawal,77,7536,1.55
withdrawal,33,7537,1.0
deposit,60,7538,3.0
deposit,50,7539,3.0
deposit,77,7540,6.0
deposit,67,7541,6.0
deposit,95,7542,3.0
withdrawal,46,7543,2.0
withdrawal,45,7544,2.55
deposit,3,7545,4.65
withdrawal,53,7546,1.0
deposit,27,7547,6.0
withdrawal,88,7548,1.55
withdrawal,61,7549,2.55
withdrawal,87,7550,2.0
withdrawal,10,7551,2.0
deposit,46,7552,3.0
deposit,55,7553,4.65
withdrawal,89,7554,1.55
deposit,75,7555,3.0
deposit,45,7556,7.6499999999999995
withdrawal,70,7557,2.55
withdrawal,82,7558,1.55
deposit,3,7559,3.0
withdrawal,16,7560,2.55
deposit,97,7561,6.0
withdrawal,77,7562,2.0
deposit,46,7563,4.65
deposit,70,7564,6.0
deposit,80,7565,3.0
withdrawal,64,7566,2.0
deposit,58,7567,3.0
deposit,47,7568,6.0
withdrawal,75,7569,1.0
deposit,94,7570,7.6499999999999995
deposit,62,7571,6.0
deposit,23,7572,7.6499999999999995
deposit,11,7573,3.0
deposit,91,7574,6.0
deposit,60,7575,3.0
deposit,56,7576,7.6499999999999995
withdrawal,76,7577,1.55
deposit,3,7578,7.6499999999999995
deposit,38,7579,7.6499999999999995
deposit,95,7580,4.65
deposit,19,7581,7.6499999999999995
deposit,51,7582,6.0
withdrawal,54,7583,1.0
deposit,93,7584,3.0
deposit,98,7585,3.0
deposit,11,7586,3.0
withdrawal,46,7587,1.55
deposit,28,7588,3.0
deposit,49,7589,4.65
withdrawal,7,7590,1.0
withdrawal,66,7591,2.0
deposit,73,7592,7.6499999999999995
deposit,75,7593,6.0
withdrawal,57,7594,1.0
deposit,68,7595,6.0
deposit,30,7596,3.0
deposit,61,7597,6.0
withdrawal,4,7598,2.55
withdrawal,30,7599,1.55
withdrawal,88,7600,2.55
withdrawal,5,7601,2.55
deposit,32,7602,4.65
deposit,46,7603,6.0
deposit,11,7604,4.65
withdrawal,51,7605,2.55
deposit,82,7606,7.6499999999999995
deposit,23,7607,3.0
withdrawal,39,7608,1.55
withdrawal,91,7609,1.0
withdrawal,85,7610,2.55
deposit,65,7611,7.6499999999999995
deposit,78,7612,3.0
withdrawal,56,7613,1.0
withdrawal,39,7614,1.0
withdrawal,87,7615,1.55
withdrawal,25,7616,2.0
deposit,70,7617,6.0
deposit,46,7618,7.6499999999999995
withdrawal,39,7619,1.55
deposit,5,7620,4.65
withdrawal,67,7621,1.0
withdrawal,86,7622,2.55
deposit,23,7623,6.0
deposit,29,7624,4.65
deposit,16,7625,7.6499999999999995
withdrawal,78,7626,1.55
withdrawal,35,7627,2.55
deposit,35,7628,6.0
withdrawal,90,7629,1.0
deposit,11,7630,7.6499999999999995
withdrawal,59,7631,2.0
deposit,28,7632,7.6499999999999995
deposit,70,7633,7.6499999999999995
deposit,53,7634,6.0
withdrawal,14,7635,1.0
withdrawal,55,7636,2.55
withdrawal,60,7637,1.55
withdrawal,60,7638,2.0
withdrawal,58,7639,1.55
deposit,23,7640,3.0
withdrawal,82,7641,2.0
withdrawal,87,7642,1.55
withdrawal,54,7643,2.0
withdrawal,71,7644,2.0
withdrawal,51,7645,2.0
deposit,14,7646,7.6499999999999995
deposit,44,7647,7.6499999999999995
withdrawal,95,7648,2.55
deposit,31,7649,3.0
withdrawal,91,7650,1.0
deposit,4,7651,6.0
deposit,31,7652,6.0
deposit,92,7653,4.65
deposit,83,7654,4.65
deposit,90,7655,6.0
deposit,36,7656,7.6499999999999995
deposit,61,7657,3.0
deposit,2,7658,3.0
withdrawal,10,7659,2.55
withdrawal,69,7660,1.55
deposit,18,7661,7.6499999999999995
withdrawal,97,7662,2.0
withdrawal,79,7663,1.55
deposit,18,7664,3.0
deposit,19,7665,4.65
withdrawal,25,7666,2.0
deposit,66,7667,7.6499999999999995
deposit,44,7668,6.0
deposit,61,7669,3.0
withdrawal,67,7670,2.55
withdrawal,75,7671,1.0
withdrawal,24,7672,2.55
withdrawal,67,7673,2.0
deposit,28,7674,4.65
withdrawal,7,7675,2.0
withdrawal,90,7676,2.0
withdrawal,3,7677,1.0
deposit,76,7678,3.0
deposit,30,7679,6.0
withdrawal,66,7680,1.55
deposit,11,7681,7.6499999999999995
deposit,66,7682,4.65
deposit,97,7683,4.65
deposit,8,7684,6.0
withdrawal,66,7685,2.0
withdrawal,24,7686,1.0
withdrawal,31,7687,1.0
withdrawal,67,7688,1.55
withdrawal,32,7689,2.55
withdrawal,86,7690,1.55
deposit,89,7691,3.0
withdrawal,16,7692,1.0
withdrawal,8,7693,1.0
deposit,78,7694,6.0
withdrawal,25,7695,1.0
withdrawal,21,7696,2.55
deposit,10,7697,6.0
withdrawal,50,7698,2.55
deposit,36,7699,6.0
withdrawal,78,7700,1.0
withdrawal,8,7701,1.55
withdrawal,81,7702,1.55
deposit,3,7703,6.0
withdrawal,9,7704,1.0
deposit,3,7705,3.0
withdrawal,13,7706,1.55
deposit,63,7707,6.0
deposit,70,7708,4.65
deposit,4,7709,3.0
deposit,16,7710,7.6499999999999995
deposit,28,7711,6.0
withdrawal,56,7712,2.55
deposit,59,7713,7.6499999999999995
withdrawal,6,7714,2.0
withdrawal,91,7715,2.0
withdrawal,42,7716,1.0
deposit,4,7717,6.0
withdrawal,50,7718,2.0
deposit,89,7719,7.6499999999999995
withdrawal,57,7720,2.55
withdrawal,97,7721,2.0
deposit,43,7722,6.0
deposit,4,7723,6.0
withdrawal,10,7724,2.0
deposit,4,7725,4.65
deposit,24,7726,7.6499999999999995
withdrawal,41,7727,1.0
withdrawal,80,7728,2.0
withdrawal,41,7729,1.55
withdrawal,26,7730,2.0
deposit,73,7731,4.65
withdrawal,68,7732,1.0
deposit,20,7733,6.0
deposit,65,7734,6.0
deposit,29,7735,6.0
deposit,13,7736,6.0
deposit,23,7737,4.65
deposit,98,7738,6.0
withdrawal,90,7739,2.0
withdrawal,68,7740,1.0
withdrawal,77,7741,2.55
deposit,88,7742,4.65
withdrawal,92,7743,2.0
withdrawal,28,7744,2.55
withdrawal,26,7745,1.0
withdrawal,97,7746,2.55
deposit,4,7747,4.65
deposit,68,7748,4.65
deposit,46,7749,7.6499999999999995
withdrawal,32,7750,2.55
deposit,9,7751,3.0
deposit,20,7752,7.6499999999999995
deposit,73,7753,4.65
deposit,40,7754,7.6499999999999995
withdrawal,96,7755,1.0
withdrawal,7,7756,2.0
withdrawal,50,7757,2.55
withdrawal,53,7758,1.55
deposit,35,7759,6.0
deposit,6,7760,4.65
deposit,47,7761,6.0
deposit,89,7762,6.0
deposit,82,7763,3.0
withdrawal,67,7764,2.0
withdrawal,94,7765,2.55
withdrawal,33,7766,1.55
deposit,69,7767,3.0
deposit,7,7768,7.6499999999999995
deposit,45,7769,7.6499999999999995
deposit,90,7770,7.6499999999999995
withdrawal,55,7771,1.0
deposit,93,7772,3.0
deposit,97,7773,3.0
withdrawal,21,7774,1.0
withdrawal,2,7775,1.55
withdrawal,38,7776,2.55
withdrawal,25,7777,1.55
withdrawal,44,7778,1.55
withdrawal,47,7779,1.0
deposit,86,7780,4.65
withdrawal,24,7781,1.0
withdrawal,57,7782,1.55
deposit,14,7783,3.0
withdrawal,6,7784,2.0
withdrawal,68,7785,1.0
deposit,43,7786,6.0
deposit,51,7787,3.0
withdrawal,34,7788,2.0
deposit,93,7789,6.0
withdrawal,13,7790,1.55
withdrawal,11,7791,1.55
deposit,39,7792,3.0
withdrawal,67,7793,2.0
withdrawal,1,7794,2.55
deposit,73,7795,7.6499999999999995
deposit,21,7796,4.65
withdrawal,81,7797,1.55
withdrawal,76,7798,2.0
deposit,83,7799,7.6499999999999995
withdrawal,30,7800,1.55
deposit,79,7801,3.0
withdrawal,90,7802,2.55
deposit,92,7803,7.6499999999999995
deposit,61,7804,7.6499999999999995
withdrawal,84,7805,1.0
withdrawal,10,7806,2.0
deposit,68,7807,3.0
withdrawal,25,7808,1.55
deposit,82,7809,7.6499999999999995
deposit,31,7810,3.0
withdrawal,52,7811,1.0
withdrawal,28,7812,1.55
deposit,25,7813,6.0
deposit,77,7814,6.0
withdrawal,11,7815,1.55
withdrawal,47,7816,1.0
deposit,29,7817,6.0
withdrawal,27,7818,1.0
withdrawal,1,7819,2.0
withdrawal,83,7820,2.0
withdrawal,15,7821,2.0
withdrawal,59,7822,2.0
deposit,85,7823,7.6499999999999995
withdrawal,45,7824,1.55
deposit,1,7825,4.65
withdrawal,70,7826,1.0
withdrawal,30,7827,1.55
withdrawal,90,7828,2.0
deposit,52,7829,7.6499999999999995
withdrawal,87,7830,1.0
deposit,60,7831,4.65
deposit,29,7832,4.65
withdrawal,95,7833,1.55
deposit,30,7834,3.0
withdrawal,27,7835,2.0
withdrawal,54,7836,2.0
deposit,29,7837,6.0
withdrawal,28,7838,1.0
withdrawal,94,7839,2.0
withdrawal,15,7840,1.55
withdrawal,2,7841,1.0
deposit,66,7842,6.0
deposit,49,7843,4.65
deposit,9,7844,3.0
deposit,78,7845,6.0
deposit,13,7846,6.0
withdrawal,92,7847,1.55
withdrawal,37,7848,2.55
withdrawal,92,7849,2.0
withdrawal,58,7850,2.0
deposit,52,7851,4.65
deposit,10,7852,7.6499999999999995
withdrawal,93,7853,2.55
deposit,8,7854,7.6499999999999995
withdrawal,52,7855,2.55
withdrawal,98,7856,2.0
withdrawal,3,7857,1.0
withdrawal,39,7858,1.55
withdrawal,15,7859,1.55
deposit,16,7860,7.6499999999999995
deposit,9,7861,3.0
deposit,73,7862,7.6499999999999995
withdrawal,25,7863,1.0
deposit,19,7864,3.0
deposit,89,7865,4.65
withdrawal,97,7866,2.55
withdrawal,9,7867,1.0
withdrawal,94,7868,2.55
withdrawal,68,7869,1.55
withdrawal,82,7870,2.55
deposit,76,7871,4.65
withdrawal,85,7872,2.55
withdrawal,27,7873,2.0
withdrawal,94,7874,1.55
withdrawal,92,7875,2.55
deposit,77,7876,3.0
deposit,97,7877,6.0
withdrawal,38,7878,2.0
withdrawal,43,7879,1.0
deposit,9,7880,6.0
deposit,53,7881,6.0
deposit,54,7882,3.0
withdrawal,62,7883,2.0
deposit,18,7884,3.0
withdrawal,74,7885,2.55
deposit,85,7886,4.65
deposit,37,7887,3.0
deposit,44,7888,7.6499999999999995
deposit,12,7889,7.6499999999999995
deposit,12,7890,6.0
withdrawal,9,7891,2.55
deposit,38,7892,7.6499999999999995
withdrawal,39,7893,2.55
deposit,69,7894,6.0
deposit,23,7895,6.0
withdrawal,43,7896,2.55
withdrawal,73,7897,2.55
withdrawal,45,7898,2.0
withdrawal,47,7899,2.0
deposit,29,7900,4.65
deposit,28,7901,3.0
deposit,67,7902,3.0
withdrawal,54,7903,1.0
withdrawal,17,7904,1.55
deposit,15,7905,4.65
deposit,9,7906,3.0
withdrawal,29,7907,1.0
withdrawal,69,7908,2.0
deposit,22,7909,6.0
deposit,99,7910,3.0
deposit,50,7911,3.0
withdrawal,1,7912,2.0
deposit,23,7913,7.6499999999999995
withdrawal,76,7914,1.55
withdrawal,12,7915,1.0
deposit,17,7916,3.0
withdrawal,99,7917,2.55
deposit,21,7918,3.0
deposit,40,7919,7.6499999999999995
withdrawal,71,7920,2.55
deposit,23,7921,3.0
withdrawal,51,7922,1.0
deposit,20,7923,6.0
withdrawal,10,7924,2.55
withdrawal,11,7925,2.55
deposit,31,7926,6.0
deposit,47,7927,3.0
deposit,23,7928,7.6499999999999995
withdrawal,13,7929,2.0
deposit,84,7930,7.6499999999999995
withdrawal,34,7931,1.55
withdrawal,92,7932,1.0
withdrawal,21,7933,2.0
deposit,99,7934,7.6499999999999995
deposit,63,7935,3.0
withdrawal,11,7936,2.55
deposit,63,7937,4.65
deposit,33,7938,3.0
deposit,26,7939,6.0
deposit,22,7940,6.0
withdrawal,25,7941,2.55
deposit,90,7942,4.65
withdrawal,87,7943,1.0
withdrawal,94,7944,2.0
deposit,58,7945,3.0
withdrawal,7,7946,2.55
withdrawal,61,7947,2.0
withdrawal,56,7948,2.0
deposit,51,7949,7.6499999999999995
deposit,61,7950,3.0
withdrawal,63,7951,1.0
deposit,95,7952,6.0
deposit,19,7953,7.6499999999999995
withdrawal,35,7954,2.0
deposit,83,7955,7.6499999999999995
withdrawal,23,7956,2.55
withdrawal,71,7957,1.55
withdrawal,75,7958,1.55
deposit,88,7959,4.65
deposit,18,7960,3.0
withdrawal,6,7961,2.0
deposit,18,7962,7.6499999999999995
deposit,21,7963,6.0
deposit,24,7964,7.6499999999999995
withdrawal,34,7965,2.55
deposit,87,7966,6.0
withdrawal,24,7967,1.0
deposit,7,7968,3.0
withdrawal,23,7969,2.0
deposit,16,7970,6.0
withdrawal,13,7971,2.55
withdrawal,72,7972,1.55
withdrawal,11,7973,1.0
withdrawal,46,7974,1.55
deposit,81,7975,7.6499999999999995
withdrawal,38,7976,1.0
deposit,5,7977,3.0
deposit,83,7978,4.65
deposit,20,7979,3.0
withdrawal,9,7980,2.0
withdrawal,12,7981,2.55
deposit,62,7982,4.65
deposit,31,7983,6.0
withdrawal,51,7984,1.55
withdrawal,54,7985,2.55
withdrawal,58,7986,2.0
deposit,60,7987,3.0
deposit,86,7988,7.6499999999999995
deposit,91,7989,3.0
deposit,23,7990,3.0
deposit,13,7991,4.65
withdrawal,54,7992,2.55
withdrawal,92,7993,1.0
withdrawal,36,7994,2.0
withdrawal,74,7995,2.55
deposit,30,7996,4.65
deposit,6,7997,3.0
deposit,66,7998,3.0
withdrawal,64,7999,2.0
withdrawal,41,8000,2.55
deposit,28,8001,4.65
deposit,65,8002,7.6499999999999995
withdrawal,37,8003,2.0
withdrawal,53,8004,2.55
deposit,17,8005,3.0
deposit,87,8006,3.0
withdrawal,77,8007,1.0
deposit,62,8008,7.6499999999999995
withdrawal,33,8009,1.0
withdrawal,13,8010,1.0
withdrawal,89,8011,1.0
deposit,7,8012,3.0
withdrawal,55,8013,1.55
deposit,65,8014,3.0
withdrawal,6,8015,1.0
deposit,64,8016,7.6499999999999995
deposit,36,8017,7.6499999999999995
deposit,73,8018,7.6499999999999995
deposit,62,8019,6.0
withdrawal,70,8020,2.55
withdrawal,11,8021,1.0
withdrawal,55,8022,1.55
withdrawal,85,8023,1.0
deposit,92,8024,4.65
deposit,9,8025,4.65
withdrawal,5,8026,2.55
deposit,70,8027,7.6499999999999995
deposit,35,8028,6.0
withdrawal,13,8029,2.55
withdrawal,4,8030,2.55
withdrawal,94,8031,1.0
withdrawal,79,8032,2.55
deposit,4,8033,6.0
withdrawal,82,8034,1.0
withdrawal,14,8035,1.0
deposit,34,8036,7.6499999999999995
deposit,19,8037,3.0
deposit,82,8038,4.65
deposit,87,8039,4.65
deposit,6,8040,7.6499999999999995
withdrawal,64,8041,2.55
withdrawal,47,8042,2.55
withdrawal,28,8043,2.55
deposit,68,8044,7.6499999999999995
withdrawal,86,8045,2.55
deposit,24,8046,3.0
withdrawal,5,8047,2.0
withdrawal,84,8048,2.0
deposit,97,8049,6.0
deposit,33,8050,6.0
withdrawal,82,8051,1.55
withdrawal,17,8052,2.55
withdrawal,64,8053,2.55
withdrawal,23,8054,1.55
deposit,47,8055,6.0
deposit,95,8056,3.0
deposit,43,8057,7.6499999999999995
withdrawal,98,8058,2.55
withdrawal,30,8059,1.0
deposit,51,8060,7.6499999999999995
withdrawal,56,8061,1.55
withdrawal,54,8062,1.55
deposit,18,8063,6.0
withdrawal,38,8064,1.0
deposit,84,8065,7.6499999999999995
withdrawal,31,8066,2.55
withdrawal,11,8067,2.0
deposit,10,8068,7.6499999999999995
deposit,87,8069,3.0
deposit,24,8070,7.6499999999999995
deposit,33,8071,4.65
withdrawal,47,8072,2.55
deposit,63,8073,6.0
deposit,64,8074,3.0
withdrawal,3,8075,1.55
deposit,66,8076,3.0
deposit,12,8077,7.6499999999999995
withdrawal,62,8078,2.55
withdrawal,49,8079,1.55
deposit,59,8080,7.6499999999999995
deposit,21,8081,6.0
deposit,30,8082,3.0
deposit,34,8083,3.0
deposit,19,8084,4.65
deposit,46,8085,7.6499999999999995
withdrawal,80,8086,1.0
deposit,70,8087,6.0
withdrawal,30,8088,2.0
deposit,63,8089,7.6499999999999995
withdrawal,63,8090,1.55
withdrawal,26,8091,1.0
deposit,56,8092,7.6499999999999995
deposit,63,8093,7.6499999999999995
withdrawal,82,8094,2.0
withdrawal,88,8095,1.0
withdrawal,3,8096,2.55
withdrawal,91,8097,1.0
withdrawal,71,8098,1.0
deposit,90,8099,4.65
withdrawal,72,8100,2.0
deposit,63,8101,3.0
withdrawal,36,8102,1.0
withdrawal,5,8103,1.55
withdrawal,44,8104,2.0
withdrawal,75,8105,2.0
deposit,52,8106,4.65
withdrawal,96,8107,2.0
deposit,21,8108,7.6499999999999995
deposit,58,8109,6.0
withdrawal,13,8110,1.0
withdrawal,29,8111,1.0
deposit,2,8112,6.0
withdrawal,29,8113,2.0
withdrawal,31,8114,1.0
deposit,75,8115,3.0
withdrawal,61,8116,1.55
withdrawal,93,8117,2.0
deposit,96,8118,3.0
deposit,4,8119,7.6499999999999995
deposit,46,8120,3.0
withdrawal,51,8121,2.0
withdrawal,25,8122,1.0
deposit,28,8123,7.6499999999999995
deposit,94,8124,4.65
deposit,33,8125,6.0
deposit,89,8126,4.65
withdrawal,62,8127,1.55
withdrawal,72,8128,2.55
deposit,74,8129,7.6499999999999995
withdrawal,29,8130,1.55
deposit,23,8131,3.0
withdrawal,64,8132,2.55
withdrawal,45,8133,1.0
deposit,43,8134,7.6499999999999995
deposit,73,8135,3.0
deposit,93,8136,7.6499999999999995
deposit,42,8137,3.0
withdrawal,28,8138,2.0
withdrawal,96,8139,2.0
deposit,27,8140,7.6499999999999995
withdrawal,47,8141,1.55
deposit,31,8142,4.65
withdrawal,20,8143,2.0
withdrawal,9,8144,2.55
deposit,49,8145,4.65
withdrawal,21,8146,2.0
deposit,76,8147,7.6499999999999995
deposit,11,8148,3.0
deposit,89,8149,7.6499999999999995
withdrawal,76,8150,1.0
withdrawal,44,8151,1.55
withdrawal,14,8152,1.0
withdrawal,98,8153,2.55
deposit,2,8154,6.0
withdrawal,91,8155,2.55
withdrawal,64,8156,1.0
withdrawal,90,8157,1.55
deposit,87,8158,4.65
withdrawal,59,8159,2.55
deposit,53,8160,6.0
withdrawal,55,8161,1.55
deposit,53,8162,6.0
deposit,44,8163,3.0
deposit,39,8164,6.0
deposit,65,8165,6.0
deposit,73,8166,3.0
withdrawal,34,8167,1.55
deposit,49,8168,6.0
deposit,96,8169,7.6499999999999995
withdrawal,3,8170,2.0
deposit,34,8171,7.6499999999999995
deposit,86,8172,6.0
withdrawal,86,8173,1.0
deposit,3,8174,7.6499999999999995
withdrawal,51,8175,2.0
deposit,93,8176,4.65
withdrawal,3,8177,1.0
deposit,14,8178,6.0
deposit,15,8179,4.65
withdrawal,41,8180,1.55
withdrawal,75,8181,2.0
withdrawal,6,8182,1.55
withdrawal,29,8183,1.55
deposit,49,8184,3.0
deposit,19,8185,4.65
withdrawal,64,8186,1.55
withdrawal,27,8187,1.55
deposit,67,8188,6.0
deposit,14,8189,3.0
deposit,95,8190,3.0
withdrawal,93,8191,1.0
withdrawal,42,8192,2.0
withdrawal,68,8193,1.0
withdrawal,75,8194,1.55
withdrawal,37,8195,1.55
withdrawal,36,8196,2.55
deposit,5,8197,7.6499999999999995
deposit,15,8198,6.0
deposit,66,8199,3.0
withdrawal,12,8200,1.0
deposit,94,8201,7.6499999999999995
deposit,33,8202,3.0
withdrawal,18,8203,1.0
deposit,40,8204,7.6499999999999995
withdrawal,91,8205,2.0
withdrawal,73,8206,1.0
deposit,67,8207,7.6499999999999995
deposit,96,8208,7.6499999999999995
deposit,68,8209,3.0
withdrawal,96,8210,2.0
withdrawal,46,8211,1.55
deposit,79,8212,7.6499999999999995
withdrawal,19,8213,2.0
deposit,47,8214,3.0
deposit,82,8215,4.65
deposit,3,8216,4.65
deposit,76,8217,6.0
withdrawal,85,8218,2.55
withdrawal,73,8219,2.0
withdrawal,40,8220,1.0
deposit,94,8221,6.0
withdrawal,62,8222,1.55
withdrawal,3,8223,1.55
deposit,2,8224,6.0
withdrawal,4,8225,1.55
withdrawal,99,8226,1.0
deposit,5,8227,3.0
deposit,50,8228,3.0
withdrawal,45,8229,2.55
deposit,13,8230,3.0
withdrawal,71,8231,2.0
withdrawal,66,8232,2.0
withdrawal,86,8233,2.0
withdrawal,3,8234,1.0
withdrawal,23,8235,2.0
deposit,74,8236,4.65
withdrawal,23,8237,2.55
deposit,24,8238,3.0
withdrawal,40,8239,1.55
withdrawal,23,8240,2.55
withdrawal,62,8241,2.55
deposit,50,8242,6.0
deposit,12,8243,7.6499999999999995
deposit,49,8244,7.6499999999999995
withdrawal,82,8245,1.55
withdrawal,67,8246,2.55
withdrawal,59,8247,2.55
withdrawal,38,8248,1.0
deposit,74,8249,4.65
withdrawal,41,8250,1.55
withdrawal,18,8251,2.0
deposit,24,8252,3.0
deposit,83,8253,4.65
withdrawal,20,8254,2.55
deposit,42,8255,3.0
deposit,92,8256,3.0
deposit,96,8257,6.0
deposit,1,8258,6.0
deposit,56,8259,7.6499999999999995
deposit,35,8260,3.0
withdrawal,39,8261,2.55
withdrawal,37,8262,1.0
deposit,76,8263,7.6499999999999995
deposit,31,8264,3.0
withdrawal,98,8265,2.0
deposit,6,8266,4.65
deposit,56,8267,6.0
withdrawal,91,8268,1.0
withdrawal,5,8269,1.0
deposit,10,8270,3.0
deposit,45,8271,4.65
deposit,94,8272,4.65
withdrawal,88,8273,2.55
withdrawal,63,8274,2.55
withdrawal,3,8275,2.55
deposit,29,8276,6.0
withdrawal,19,8277,2.55
withdrawal,61,8278,1.0
deposit,51,8279,6.0
deposit,76,8280,6.0
withdrawal,57,8281,1.55
withdrawal,47,8282,2.0
withdrawal,85,8283,2.0
deposit,38,8284,4.65
withdrawal,12,8285,1.55
deposit,10,8286,6.0
withdrawal,43,8287,1.55
deposit,73,8288,4.65
deposit,3,8289,3.0
withdrawal,80,8290,1.0
deposit,10,8291,4.65
deposit,5,8292,6.0
withdrawal,38,8293,1.0
deposit,10,8294,7.6499999999999995
withdrawal,62,8295,2.55
withdrawal,29,8296,2.0
withdrawal,68,8297,1.55
deposit,33,8298,3.0
deposit,77,8299,7.6499999999999995
deposit,74,8300,7.6499999999999995
deposit,91,8301,3.0
withdrawal,85,8302,2.55
withdrawal,53,8303,1.55
withdrawal,78,8304,2.0
withdrawal,91,8305,1.0
deposit,92,8306,6.0
deposit,16,8307,7.6499999999999995
withdrawal,93,8308,1.0
withdrawal,39,8309,1.0
deposit,13,8310,6.0
deposit,90,8311,7.6499999999999995
deposit,60,8312,4.65
deposit,94,8313,4.65
withdrawal,18,8314,2.0
withdrawal,7,8315,1.0
withdrawal,38,8316,2.0
withdrawal,73,8317,1.0
deposit,49,8318,3.0
withdrawal,9,8319,2.0
deposit,92,8320,7.6499999999999995
deposit,1,8321,6.0
deposit,35,8322,4.65
withdrawal,5,8323,2.0
withdrawal,34,8324,2.0
withdrawal,69,8325,2.55
deposit,31,8326,4.65
withdrawal,85,8327,1.55
withdrawal,51,8328,2.0
withdrawal,16,8329,2.0
withdrawal,97,8330,1.55
deposit,14,8331,7.6499999999999995
deposit,22,8332,6.0
withdrawal,11,8333,2.55
withdrawal,24,8334,1.0
withdrawal,65,8335,2.0
withdrawal,16,8336,1.55
withdrawal,30,8337,1.0
deposit,30,8338,6.0
withdrawal,38,8339,1.0
withdrawal,2,8340,1.0
withdrawal,52,8341,1.55
deposit,66,8342,6.0
withdrawal,24,8343,2.55
deposit,86,8344,4.65
withdrawal,59,8345,2.0
withdrawal,91,8346,2.0
withdrawal,6,8347,1.0
deposit,25,8348,3.0
withdrawal,82,8349,1.0
withdrawal,3,8350,1.55
deposit,67,8351,3.0
withdrawal,39,8352,1.55
withdrawal,6,8353,2.55
withdrawal,29,8354,2.0
withdrawal,97,8355,2.55
withdrawal,62,8356,2.55
withdrawal,11,8357,2.55
withdrawal,46,8358,1.55
withdrawal,15,8359,1.0
deposit,78,8360,6.0
withdrawal,19,8361,2.55
withdrawal,46,8362,1.55
withdrawal,20,8363,1.0
withdrawal,14,8364,1.55
withdrawal,24,8365,1.0
withdrawal,39,8366,2.55
deposit,16,8367,7.6499999999999995
withdrawal,91,8368,2.55
deposit,48,8369,3.0
deposit,89,8370,7.6499999999999995
withdrawal,22,8371,2.55
deposit,85,8372,6.0
deposit,70,8373,7.6499999999999995
withdrawal,29,8374,1.55
withdrawal,55,8375,1.0
withdrawal,32,8376,2.55
withdrawal,86,8377,2.0
deposit,77,8378,3.0
deposit,52,8379,4.65
withdrawal,64,8380,1.55
withdrawal,85,8381,2.55
deposit,56,8382,4.65
withdrawal,42,8383,2.55
withdrawal,29,8384,1.0
deposit,15,8385,6.0
withdrawal,18,8386,2.55
deposit,42,8387,7.6499999999999995
deposit,92,8388,3.0
deposit,14,8389,3.0
withdrawal,54,8390,1.55
withdrawal,1,8391,1.55
deposit,11,8392,7.6499999999999995
withdrawal,77,8393,1.0
deposit,62,8394,3.0
deposit,16,8395,4.65
deposit,54,8396,4.65
deposit,32,8397,6.0
withdrawal,84,8398,2.0
deposit,39,8399,4.65
deposit,71,8400,7.6499999999999995
deposit,23,8401,4.65
withdrawal,14,8402,1.0
withdrawal,97,8403,2.0
deposit,86,8404,4.65
withdrawal,29,8405,2.0
deposit,71,8406,4.65
withdrawal,43,8407,2.55
deposit,11,8408,7.6499999999999995
deposit,68,8409,3.0
withdrawal,66,8410,1.55
withdrawal,79,8411,1.0
deposit,12,8412,4.65
withdrawal,47,8413,1.0
deposit,39,8414,3.0
withdrawal,22,8415,2.0
deposit,87,8416,3.0
withdrawal,76,8417,2.55
deposit,48,8418,7.6499999999999995
withdrawal,21,8419,1.0
withdrawal,69,8420,2.55
deposit,55,8421,4.65
withdrawal,37,8422,2.0
deposit,50,8423,4.65
deposit,5,8424,4.65
withdrawal,27,8425,2.55
withdrawal,77,8426,2.55
withdrawal,60,8427,1.0
deposit,95,8428,6.0
withdrawal,78,8429,1.0
withdrawal,13,8430,2.55
withdrawal,86,8431,2.0
withdrawal,28,8432,1.55
deposit,58,8433,4.65
deposit,81,8434,6.0
deposit,82,8435,4.65
deposit,85,8436,6.0
withdrawal,43,8437,2.0
withdrawal,10,8438,2.0
deposit,18,8439,3.0
withdrawal,26,8440,1.55
deposit,32,8441,3.0
withdrawal,17,8442,1.0
withdrawal,13,8443,1.0
withdrawal,77,8444,2.0
withdrawal,32,8445,1.55
withdrawal,61,8446,2.0
withdrawal,47,8447,1.55
withdrawal,27,8448,1.55
deposit,16,8449,3.0
deposit,58,8450,6.0
withdrawal,93,8451,2.0
deposit,2,8452,3.0
withdrawal,58,8453,2.55
